									
# sent_id=1									
31	רוקן	_	NOUN	_	_	_	_	_	_
32	,	_	PUNCT	_	_	_	_	_	_
33	און	_	CCONJ	_	_	_	_	_	_
34	פרעגט	_	_	_	_	_	_	_	_
35	:	_	PUNCT	_	_	_	_	_	_
36	„	_	PUNCT	_	_	_	_	_	_
37	וואו	_	_	_	_	_	_	_	_
38	זשע	_	_	_	_	_	_	_	_
39	איז	_	X	_	_	_	_	_	_
40	דער	_	DET	_	_	_	_	_	_
41	יונג	_	_	_	_	_	_	_	_
42	מיטן	_	X	_	_	_	_	_	_
43	זאַק	_	NOUN	_	_	_	_	_	_
44	קאָרן	_	NOUN	_	_	_	_	_	_
45	אויפן	_	_	_	_	_	_	_	_
46	רוקן	_	NOUN	_	_	_	_	_	_
47	?	_	PUNCT	_	_	_	_	_	_
48	“	_	PUNCT	_	_	_	_	_	_
49	איך	_	PRON	_	_	_	_	_	_
50	האָבּ	_	X	_	_	_	_	_	_
51	ניט	_	PART	_	_	_	_	_	_
52	געוואוסט	_	_	_	_	_	_	_	_
53	,	_	PUNCT	_	_	_	_	_	_
54	וואָס	_	X	_	_	_	_	_	_
55	ענטפערט	_	_	_	_	_	_	_	_
56	מען	_	PRON	_	_	_	_	_	_
57	אים	_	PRON	_	_	_	_	_	_
58	.	_	PUNCT	_	_	_	_	_	_
59	פון	_	ADP	_	_	_	_	_	_
60	שפּאָס	_	_	_	_	_	_	_	_
61	וועגן	_	X	_	_	_	_	_	_
62	זאָג	_	VERB	_	_	_	_	_	_
63	איך	_	PRON	_	_	_	_	_	_
64	צו	_	ADP	_	_	_	_	_	_
65	אים	_	PRON	_	_	_	_	_	_
66	;	_	PUNCT	_	_	_	_	_	_
67	„	_	PUNCT	_	_	_	_	_	_
68	דאָ	_	X	_	_	_	_	_	_
69	ערשט	_	X	_	_	_	_	_	_
70	איז	_	X	_	_	_	_	_	_
71	ער	_	PRON	_	_	_	_	_	_
72	אַריין	_	_	_	_	_	_	_	_
73	דורך	_	X	_	_	_	_	_	_
74	דער	_	DET	_	_	_	_	_	_
75	טיר	_	NOUN	_	_	_	_	_	_
76	“	_	PUNCT	_	_	_	_	_	_
77	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=3485									
1	זאָגט	_	VERB	_	_	_	_	_	_
2	ער	_	PRON	_	_	_	_	_	_
3	:	_	PUNCT	_	_	_	_	_	_
4	„	_	PUNCT	_	_	_	_	_	_
5	אַ	_	DET	_	_	_	_	_	_
6	,	_	PUNCT	_	_	_	_	_	_
7	אַ	_	DET	_	_	_	_	_	_
8	שׁאָד	_	_	_	_	_	_	_	_
9	,	_	PUNCT	_	_	_	_	_	_
10	וואָס	_	X	_	_	_	_	_	_
11	איך	_	PRON	_	_	_	_	_	_
12	בּין	_	AUX	_	_	_	_	_	_
13	ניט	_	PART	_	_	_	_	_	_
14	געקומען	_	VERB	_	_	_	_	_	_
15	פריהער	_	_	_	_	_	_	_	_
16	“	_	PUNCT	_	_	_	_	_	_
17	,	_	PUNCT	_	_	_	_	_	_
18	און	_	CCONJ	_	_	_	_	_	_
19	גייט	_	_	_	_	_	_	_	_
20	זיך	_	PRON	_	_	_	_	_	_
21	אַוועק	_	_	_	_	_	_	_	_
22	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=3985									
1	גאָט	_	X	_	_	_	_	_	_
2	זאָל	_	AUX	_	_	_	_	_	_
3	דיר	_	PRON	_	_	_	_	_	_
4	העלפן	_	_	_	_	_	_	_	_
5	מיט	_	ADP	_	_	_	_	_	_
6	דער	_	DET	_	_	_	_	_	_
7	מוטער	_	NOUN	_	_	_	_	_	_
8	מיט	_	ADP	_	_	_	_	_	_
9	דעם	_	DET	_	_	_	_	_	_
10	גאַנצן	_	ADJ	_	_	_	_	_	_
11	הויזגעזינד	_	_	_	_	_	_	_	_
12	“	_	PUNCT	_	_	_	_	_	_
13	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=4569									
1	איך	_	PRON	_	_	_	_	_	_
2	בּין	_	AUX	_	_	_	_	_	_
3	אָבּער	_	_	_	_	_	_	_	_
4	געווען	_	X	_	_	_	_	_	_
5	צו	_	ADP	_	_	_	_	_	_
6	קליין	_	_	_	_	_	_	_	_
7	,	_	PUNCT	_	_	_	_	_	_
8	אום	_	X	_	_	_	_	_	_
9	צו	_	ADP	_	_	_	_	_	_
10	האָבּן	_	X	_	_	_	_	_	_
11	פּרעטענזיעס	_	NOUN	_	_	_	_	_	_
12	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=4644									
1	זאָגט	_	VERB	_	_	_	_	_	_
2	ער	_	PRON	_	_	_	_	_	_
3	:	_	PUNCT	_	_	_	_	_	_
4	„	_	PUNCT	_	_	_	_	_	_
5	איך	_	PRON	_	_	_	_	_	_
6	קאָן	_	NOUN	_	_	_	_	_	_
7	נאָך	_	X	_	_	_	_	_	_
8	ניט	_	PART	_	_	_	_	_	_
9	חתונה	_	NOUN	_	_	_	_	_	_
10	האָבּן	_	X	_	_	_	_	_	_
11	,	_	PUNCT	_	_	_	_	_	_
12	איך	_	PRON	_	_	_	_	_	_
13	בּין	_	AUX	_	_	_	_	_	_
14	נאָך	_	X	_	_	_	_	_	_
15	צו	_	ADP	_	_	_	_	_	_
16	יונג	_	_	_	_	_	_	_	_
17	“	_	PUNCT	_	_	_	_	_	_
18	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=4857									
1	ער	_	PRON	_	_	_	_	_	_
2	האָט	_	X	_	_	_	_	_	_
3	אויף	_	ADP	_	_	_	_	_	_
4	מיר	_	PRON	_	_	_	_	_	_
5	געקוקט	_	VERB	_	_	_	_	_	_
6	,	_	PUNCT	_	_	_	_	_	_
7	מסתמאַ	_	_	_	_	_	_	_	_
8	בּין	_	AUX	_	_	_	_	_	_
9	איך	_	PRON	_	_	_	_	_	_
10	געווען	_	X	_	_	_	_	_	_
11	פאַרטראַכט	_	_	_	_	_	_	_	_
12	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=4870									
1	לסוף	_	ADV	_	_	_	_	_	_
2	זאָגט	_	VERB	_	_	_	_	_	_
3	ער	_	PRON	_	_	_	_	_	_
4	:	_	PUNCT	_	_	_	_	_	_
5	„	_	PUNCT	_	_	_	_	_	_
6	האָט	_	X	_	_	_	_	_	_
7	איר	_	PRON	_	_	_	_	_	_
8	דען	_	_	_	_	_	_	_	_
9	גערעדט	_	VERB	_	_	_	_	_	_
10	מיט	_	ADP	_	_	_	_	_	_
11	מיין	_	X	_	_	_	_	_	_
12	טאָכטער	_	NOUN	_	_	_	_	_	_
13	?	_	PUNCT	_	_	_	_	_	_
14	“	_	PUNCT	_	_	_	_	_	_
15	—	_	PUNCT	_	_	_	_	_	_
16	אָ	_	X	_	_	_	_	_	_
17	,	_	PUNCT	_	_	_	_	_	_
18	יאָ	_	X	_	_	_	_	_	_
19	,	_	PUNCT	_	_	_	_	_	_
20	אָבּער	_	_	_	_	_	_	_	_
21	ניט	_	PART	_	_	_	_	_	_
22	פון	_	ADP	_	_	_	_	_	_
23	אַזוינע	_	_	_	_	_	_	_	_
24	זאַכן	_	NOUN	_	_	_	_	_	_
25	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=4943									
1	די	_	DET	_	_	_	_	_	_
2	זאַך	_	NOUN	_	_	_	_	_	_
3	איז	_	X	_	_	_	_	_	_
4	זיך	_	PRON	_	_	_	_	_	_
5	געגאַנגען	_	VERB	_	_	_	_	_	_
6	איר	_	PRON	_	_	_	_	_	_
7	וועג	_	_	_	_	_	_	_	_
8	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=5345									
1	אין	_	ADP	_	_	_	_	_	_
2	אַ	_	DET	_	_	_	_	_	_
3	קורצער	_	ADJ	_	_	_	_	_	_
4	צייט	_	_	_	_	_	_	_	_
5	בּין	_	AUX	_	_	_	_	_	_
6	איך	_	PRON	_	_	_	_	_	_
7	געוואָרן	_	AUX	_	_	_	_	_	_
8	אַ	_	DET	_	_	_	_	_	_
9	גאַלאַנטעריי-	_	_	_	_	_	_	_	_
10	הענדלער	_	NOUN	_	_	_	_	_	_
11	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=5384									
1	געהאַט	_	VERB	_	_	_	_	_	_
2	האָבּ	_	X	_	_	_	_	_	_
3	איך	_	PRON	_	_	_	_	_	_
4	אַ	_	DET	_	_	_	_	_	_
5	שיינעם	_	_	_	_	_	_	_	_
6	האַנדל	_	NOUN	_	_	_	_	_	_
7	,	_	PUNCT	_	_	_	_	_	_
8	איך	_	PRON	_	_	_	_	_	_
9	האָבּ	_	X	_	_	_	_	_	_
10	מיר	_	PRON	_	_	_	_	_	_
11	געקויפט	_	_	_	_	_	_	_	_
12	אַ	_	DET	_	_	_	_	_	_
13	הויז	_	_	_	_	_	_	_	_
14	און	_	CCONJ	_	_	_	_	_	_
15	אַ	_	DET	_	_	_	_	_	_
16	גאָרטן	_	NOUN	_	_	_	_	_	_
17	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=5700									
1	ניט	_	PART	_	_	_	_	_	_
2	ער	_	PRON	_	_	_	_	_	_
3	אַליין	_	ADV	_	_	_	_	_	_
4	האָט	_	X	_	_	_	_	_	_
5	דאָס	_	DET	_	_	_	_	_	_
6	געגעבּן	_	_	_	_	_	_	_	_
7	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6240									
1	איז	_	X	_	_	_	_	_	_
2	ער	_	PRON	_	_	_	_	_	_
3	געוואָרן	_	AUX	_	_	_	_	_	_
4	גראָבּ	_	_	_	_	_	_	_	_
5	און	_	CCONJ	_	_	_	_	_	_
6	זאָגט	_	VERB	_	_	_	_	_	_
7	מיר	_	PRON	_	_	_	_	_	_
8	,	_	PUNCT	_	_	_	_	_	_
9	איך	_	PRON	_	_	_	_	_	_
10	זאָל	_	AUX	_	_	_	_	_	_
11	ניט	_	PART	_	_	_	_	_	_
12	חקירהן	_	_	_	_	_	_	_	_
13	,	_	PUNCT	_	_	_	_	_	_
14	אַנדערש	_	ADJ	_	_	_	_	_	_
15	וואַרפט	_	_	_	_	_	_	_	_
16	ער	_	PRON	_	_	_	_	_	_
17	מיך	_	PRON	_	_	_	_	_	_
18	אַרויס	_	_	_	_	_	_	_	_
19	דורך	_	X	_	_	_	_	_	_
20	דער	_	DET	_	_	_	_	_	_
21	טיר	_	NOUN	_	_	_	_	_	_
22	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6263									
1	וואָס	_	X	_	_	_	_	_	_
2	האָבּ	_	X	_	_	_	_	_	_
3	איך	_	PRON	_	_	_	_	_	_
4	געזאָלט	_	_	_	_	_	_	_	_
5	טון	_	NOUN	_	_	_	_	_	_
6	?	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6505									
1	איך	_	PRON	_	_	_	_	_	_
2	בּין	_	AUX	_	_	_	_	_	_
3	גענאַנגען	_	_	_	_	_	_	_	_
4	אַהיים	_	_	_	_	_	_	_	_
5	אים	_	PRON	_	_	_	_	_	_
6	רופן	_	_	_	_	_	_	_	_
7	און	_	CCONJ	_	_	_	_	_	_
8	האָבּ	_	X	_	_	_	_	_	_
9	אים	_	PRON	_	_	_	_	_	_
10	געזאָגט	_	VERB	_	_	_	_	_	_
11	,	_	PUNCT	_	_	_	_	_	_
12	ער	_	PRON	_	_	_	_	_	_
13	זאָל	_	AUX	_	_	_	_	_	_
14	מיט	_	ADP	_	_	_	_	_	_
15	—	_	PUNCT	_	_	_	_	_	_
16	נעמען	_	VERB	_	_	_	_	_	_
17	מיט	_	ADP	_	_	_	_	_	_
18	זיך	_	PRON	_	_	_	_	_	_
19	זיינע	_	_	_	_	_	_	_	_
20	אַטעסטאַטן	_	NOUN	_	_	_	_	_	_
21	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6527									
1	און	_	CCONJ	_	_	_	_	_	_
2	אַזוי	_	ADV	_	_	_	_	_	_
3	זיינען	_	_	_	_	_	_	_	_
4	מיר	_	PRON	_	_	_	_	_	_
5	אַהין	_	ADV	_	_	_	_	_	_
6	געגאַנגען	_	VERB	_	_	_	_	_	_
7	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6578									
1	ער	_	PRON	_	_	_	_	_	_
2	איז	_	X	_	_	_	_	_	_
3	געווען	_	X	_	_	_	_	_	_
4	דעם	_	DET	_	_	_	_	_	_
5	פּרעסבּורגער	_	_	_	_	_	_	_	_
6	רבס	_	_	_	_	_	_	_	_
7	זון	_	NOUN	_	_	_	_	_	_
8	,	_	PUNCT	_	_	_	_	_	_
9	וואָס	_	X	_	_	_	_	_	_
10	האָט	_	X	_	_	_	_	_	_
11	אים	_	PRON	_	_	_	_	_	_
12	געלאָזט	_	AUX	_	_	_	_	_	_
13	לערנען	_	X	_	_	_	_	_	_
14	וואָס	_	X	_	_	_	_	_	_
15	מיגליך	_	_	_	_	_	_	_	_
16	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6620									
1	אַזוי	_	ADV	_	_	_	_	_	_
2	האָט	_	X	_	_	_	_	_	_
3	זי	_	PRON	_	_	_	_	_	_
4	אים	_	PRON	_	_	_	_	_	_
5	פאַרטריבּן	_	_	_	_	_	_	_	_
6	פון	_	ADP	_	_	_	_	_	_
7	דער	_	DET	_	_	_	_	_	_
8	היים	_	_	_	_	_	_	_	_
9	,	_	PUNCT	_	_	_	_	_	_
10	און	_	CCONJ	_	_	_	_	_	_
11	ער	_	PRON	_	_	_	_	_	_
12	וואַנדערט	_	_	_	_	_	_	_	_
13	אַרום	_	X	_	_	_	_	_	_
14	אויף	_	ADP	_	_	_	_	_	_
15	דער	_	DET	_	_	_	_	_	_
16	וועלט	_	NOUN	_	_	_	_	_	_
17	שוין	_	ADV	_	_	_	_	_	_
18	דריי	_	_	_	_	_	_	_	_
19	יאָר	_	NOUN	_	_	_	_	_	_
20	און	_	CCONJ	_	_	_	_	_	_
21	קאָן	_	NOUN	_	_	_	_	_	_
22	ניט	_	PART	_	_	_	_	_	_
23	קומען	_	VERB	_	_	_	_	_	_
24	צו	_	ADP	_	_	_	_	_	_
25	קיין	_	X	_	_	_	_	_	_
26	פּאַסיגער	_	_	_	_	_	_	_	_
27	שטעלע	_	NOUN	_	_	_	_	_	_
28	,	_	PUNCT	_	_	_	_	_	_
29	ווי	_	X	_	_	_	_	_	_
30	ער	_	PRON	_	_	_	_	_	_
31	וואָלט	_	X	_	_	_	_	_	_
32	געוואָלט	_	VERB	_	_	_	_	_	_
33	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6665									
1	נאָך	_	X	_	_	_	_	_	_
2	דעם	_	DET	_	_	_	_	_	_
3	זאָגט	_	VERB	_	_	_	_	_	_
4	ער	_	PRON	_	_	_	_	_	_
5	:	_	PUNCT	_	_	_	_	_	_
6	„	_	PUNCT	_	_	_	_	_	_
7	אַ	_	DET	_	_	_	_	_	_
8	שאָד	_	NOUN	_	_	_	_	_	_
9	,	_	PUNCT	_	_	_	_	_	_
10	איר	_	PRON	_	_	_	_	_	_
11	זאָלט	_	AUX	_	_	_	_	_	_
12	אַזוי	_	ADV	_	_	_	_	_	_
13	וואַנדערן	_	_	_	_	_	_	_	_
14	אויף	_	ADP	_	_	_	_	_	_
15	דער	_	DET	_	_	_	_	_	_
16	וועלט	_	NOUN	_	_	_	_	_	_
17	,	_	PUNCT	_	_	_	_	_	_
18	איר	_	PRON	_	_	_	_	_	_
19	דאַרפט	_	_	_	_	_	_	_	_
20	שטודירן	_	_	_	_	_	_	_	_
21	מעדיצין	_	NOUN	_	_	_	_	_	_
22	“	_	PUNCT	_	_	_	_	_	_
23	.	_	PUNCT	_	_	_	_	_	_
									
# sent_id=6702									
1	פון	_	ADP	_	_	_	_	_	_
2	מיין	_	X	_	_	_	_	_	_
3	פאָטער	_	_	_	_	_	_	_	_
4	קאָן	_	NOUN	_	_	_	_	_	_
5	איך	_	PRON	_	_	_	_	_	_
6	נישט	_	PART	_	_	_	_	_	_
7	בּאַקומען	_	_	_	_	_	_	_	_
8	גאָרנישט	_	X	_	_	_	_	_	_
9	,	_	PUNCT	_	_	_	_	_	_
10	ער	_	PRON	_	_	_	_	_	_
11	איז	_	X	_	_	_	_	_	_
12	שוין	_	ADV	_	_	_	_	_	_
13	אַן	_	DET	_	_	_	_	_	_
14	אַלטער	_	ADJ	_	_	_	_	_	_
15	מאַן	_	NOUN	_	_	_	_	_	_
16	,	_	PUNCT	_	_	_	_	_	_
17	זיין	_	_	_	_	_	_	_	_
18	יונגע	_	ADJ	_	_	_	_	_	_
19	פרוי	_	_	_	_	_	_	_	_
20	האַלט	_	X	_	_	_	_	_	_
21	אַלץ	_	X	_	_	_	_	_	_
22	אין	_	ADP	_	_	_	_	_	_
